INCIDENT_NUMBER;OFFENSE_CODE_GROUP;OCCURRED_ON_DATE;UCR_PART;Lat;Long
I182069341;Simple Assault;29/08/2018 09:39;Part Two;4.230.827.035;-7.111.549.644
I182069333;Investigate Person;29/08/2018 13:40;Part Three;4.230.010.597;-7.107.102.710
I182069326;Larceny;29/08/2018 13:20;Part One;4.229.234.068;-7.104.803.996
I182069320;Larceny From Motor Vehicle;28/08/2018 20:00;Part One;4.230.308.131;-7.105.945.101
I182069312;Towed;29/08/2018 11:45;Part Three;4.231.799.725;-7.110.611.247
I182069306;Aggravated Assault;28/08/2018 18:30;Part One;4.233.391.238;-7.110.524.519
I182069298;Investigate Property;29/08/2018 11:59;Part Three;4.228.179.900;-7.116.700.661
I182069288;Simple Assault;29/08/2018 11:26;Part Two;4.229.569.680;-7.107.214.055
I182069283;Violations;29/08/2018 11:08;Part Two;4.229.530.363;-7.108.635.771
I182069276;Investigate Person;29/08/2018 10:33;Part Three;4.231.596.900;-7.106.625.300
I182069269;Vandalism;28/08/2018 21:00;Part Two;4.235.722.239;-7.107.120.320
I182069262;Larceny;24/08/2018 12:40;Part One;4.234.877.575;-7.109.606.805
I182069258;Harassment;29/08/2018 09:39;Part Two;4.231.306.145;-7.111.889.393
I182069251;Larceny From Motor Vehicle;28/08/2018 08:00;Part One;4.233.093.363;-7.110.956.443
I182069246;Warrant Arrests;29/08/2018 09:44;Part Three;4.236.183.857;-7.105.976.489
I182069239;Larceny;29/08/2018 08:35;Part One;4.234.999.733;-7.108.103.440
I182069234;Larceny;29/08/2018 07:31;Part One;4.233.380.683;-7.110.377.843
I182069227;Police Service Incidents;29/08/2018 08:05;Part Three;4.227.449.532;-7.107.132.307
I182069221;Fraud;24/08/2018 00:01;Part Two;4.234.266.946;-7.114.098.779
I182069211;Investigate Property;29/08/2018 03:27;Part Three;4.233.790.280;-7.105.611.348
I182069204;Other;29/08/2018 02:30;Part Two;4.236.996.399;-7.104.221.810
I182069198;Search Warrants;29/08/2018 00:00;Part Three;4.227.457.154;-7.113.202.700
I182069185;Ballistics;28/08/2018 23:36;Part Two;4.230.901.919;-7.108.561.179
I182069178;Vandalism;28/08/2018 22:51;Part Two;4.227.855.984;-7.109.199.697
I182069173;Simple Assault;28/08/2018 19:55;Part Two;4.232.557.398;-7.105.248.130
I182069165;Property Lost;28/08/2018 21:50;Part Three;4.231.538.436;-7.109.870.021
I182069154;Larceny;28/08/2018 20:11;Part One;4.230.970.016;-7.108.582.414
I182069150;Motor Vehicle Accident Response;26/08/2018 22:10;Part Three;4.235.204.779;-7.113.180.684
I182069143;Missing Person Located;28/08/2018 18:00;Part Three;4.228.710.718;-7.108.987.195
I182069132;Investigate Person;28/08/2018 19:10;Part Three;4.234.762.277;-7.107.606.735
I182069128;Simple Assault;28/08/2018 18:38;Part Two;4.235.439.933;-7.116.006.811
I182069121;Motor Vehicle Accident Response;28/08/2018 19:14;Part Three;4.233.104.968;-7.105.579.736
I182069113;Simple Assault;28/08/2018 17:27;Part Two;4.236.809.221;-7.105.526.102
I182069106;Drug Violation;28/08/2018 18:36;Part Two;4.236.183.857;-7.105.976.489
I182069099;Property Lost;28/08/2018 18:19;Part Three;4.234.941.613;-7.104.996.488
I182069094;Property Lost;22/05/2018 12:00;Part Three;4.231.442.149;-7.108.770.806
I182069088;Investigate Person;28/08/2018 16:35;Part Three;4.234.339.388;-7.109.849.282
I182069080;Medical Assistance;28/08/2018 16:24;Part Three;4.228.465.991;-7.107.839.997
I182069074;Larceny;28/08/2018 16:22;Part One;4.233.380.683;-7.110.377.843
I182069065;Other;10/08/2018 10:00;Part Two;4.234.305.189;-7.114.524.866
I182069058;Other;28/08/2018 15:58;Part Two;4.231.936.372;-7.103.960.110
I182069053;Motor Vehicle Accident Response;28/08/2018 15:00;Part Three;4.231.136.222;-7.107.582.056
I182069046;Vandalism;28/08/2018 08:00;Part Two;4.229.938.509;-7.106.978.865
I182069038;Motor Vehicle Accident Response;16/08/2018 22:00;Part Three;4.235.311.007;-7.106.432.264
I182069030;Towed;28/08/2018 13:36;Part Three;4.235.280.917;-7.113.816.717
I182069024;Drug Violation;28/08/2018 14:09;Part Two;4.233.222.280;-7.107.167.184
I182069022;Medical Assistance;28/08/2018 13:21;Part Three;4.236.002.828;-7.106.776.812
I182069014;Aggravated Assault;28/08/2018 13:47;Part One;4.234.353.469;-7.109.980.109
I182069010;Motor Vehicle Accident Response;28/08/2018 09:49;Part Three;4.231.512.810;-7.111.568.422
I182069002;Verbal Disputes;28/08/2018 12:15;Part Three;4.230.328.018;-7.107.122.308
I182068995;Fraud;28/08/2018 12:50;Part Two;4.230.096.792;-7.107.204.777
I182068987;Larceny;01/02/2018 08:00;Part One;4.237.840.325;-7.105.729.035
I182068981;Larceny From Motor Vehicle;28/08/2018 12:19;Part One;4.232.562.939;-7.107.976.270
I182068975;Harassment;28/08/2018 11:51;Part Two;4.231.966.035;-7.108.946.896
I182068971;Disorderly Conduct;28/08/2018 10:41;Part Two;4.235.009.599;-7.107.732.110
I182068963;Motor Vehicle Accident Response;28/08/2018 09:50;Part Three;4.238.167.991;-7.107.962.293
I182068957;Towed;28/08/2018 09:32;Part Three;4.234.852.918;-7.107.805.107
I182068946;Medical Assistance;28/08/2018 09:44;Part Three;4.233.056.977;-7.109.959.089
I182068938;Aggravated Assault;28/08/2018 09:25;Part One;4.230.154.555;-7.108.118.184
I182068932;Property Found;25/08/2018 00:00;Part Three;4.230.938.437;-7.108.262.277
I182068922;Confidence Games;04/08/2018 09:00;Part Two;4.231.238.287;-7.110.503.015
I182068916;Towed;28/08/2018 07:10;Part Three;4.233.602.920;-7.107.517.847
I182068911;Warrant Arrests;28/08/2018 16:27;Part Three;4.228.944.478;-7.106.559.395
I182068903;Larceny;10/08/2018 15:00;Part One;4.235.925.113;-7.105.415.945
I182068895;Verbal Disputes;28/08/2018 03:24;Part Three;4.228.457.983;-7.108.083.310
I182068892;Verbal Disputes;27/08/2018 23:34;Part Three;4.232.192.504;-7.109.229.383
I182068885;Larceny From Motor Vehicle;27/08/2018 18:00;Part One;4.226.165.133;-7.115.394.882
I182068876;Aggravated Assault;27/08/2018 22:56;Part One;4.232.104.169;-7.107.215.291
I182068867;Simple Assault;27/08/2018 14:00;Part Two;4.231.624.019;-7.111.267.011
I182068859;Violations;27/08/2018 21:15;Part Two;4.233.296.400;-7.108.099.600
I182068851;Residential Burglary;27/08/2018 09:00;Part One;4.228.728.428;-7.111.592.131
I182068843;Aggravated Assault;25/08/2018 23:00;Part One;4.230.084.929;-7.108.522.128
I182068837;Property Lost;27/08/2018 19:33;Part Three;4.229.623.685;-7.104.853.645
I182068829;Auto Theft;23/08/2018 18:00;Part One;4.232.458.564;-7.108.580.979
I182068824;Drug Violation;27/08/2018 19:58;Part Two;4.237.246.202;-7.103.475.103
I182068819;Larceny From Motor Vehicle;26/08/2018 20:00;Part One;4.230.964.232;-7.107.164.922
I182068813;Larceny;22/08/2018 11:30;Part One;4.231.150.724;-7.107.466.948
I182068803;Property Lost;26/08/2018 12:00;Part Three;4.237.501.874;-7.106.022.033
I182068795;Fraud;27/08/2018 13:57;Part Two;4.233.235.328;-7.103.222.702
I182068789;Verbal Disputes;27/08/2018 16:35;Part Three;4.227.166.145;-7.109.953.382
I182068782;Simple Assault;27/08/2018 17:32;Part Two;4.235.478.783;-7.106.123.562
I182068777;Motor Vehicle Accident Response;27/08/2018 17:12;Part Three;4.234.489.594;-7.109.659.186
I182068770;Investigate Person;27/08/2018 15:36;Part Three;4.226.701.085;-7.112.096.171
I182068764;Drug Violation;27/08/2018 14:50;Part Two;4.232.930.278;-7.105.572.699
I182068758;Property Lost;24/08/2018 09:00;Part Three;4.230.230.816;-7.111.407.088
I182068751;Residential Burglary;25/08/2018 06:00;Part One;4.235.415.818;-7.115.386.618
I182068746;Vandalism;27/08/2018 16:03;Part Two;4.233.907.386;-7.105.219.568
I182068741;Drug Violation;27/08/2018 16:37;Part Two;4.233.783.948;-7.102.929.361
I182068728;Verbal Disputes;27/08/2018 15:28;Part Three;4.228.414.025;-7.109.305.138
I182068722;Larceny From Motor Vehicle;27/08/2018 15:32;Part One;4.234.686.229;-7.108.576.886
I182068715;Other;27/08/2018 12:52;Part Three;4.233.511.904;-7.107.491.710
I182068709;Drug Violation;27/08/2018 13:41;Part Two;4.231.210.601;-7.107.256.779
I182068704;Verbal Disputes;27/08/2018 12:24;Part Three;4.230.970.016;-7.108.582.414
I182068697;Robbery;27/08/2018 13:03;Part One;4.230.492.239;-7.110.298.073
I182068687;Investigate Person;27/08/2018 13:05;Part Three;4.228.220.579;-7.107.791.871
I182068681;Property Lost;17/08/2018 12:00;Part Three;4.229.172.210;-7.111.965.460
I182068673;Verbal Disputes;27/08/2018 10:40;Part Three;4.232.066.147;-7.107.067.867
I182068665;Fraud;20/08/2018 19:06;Part Two;4.230.302.875;-7.108.071.460
I182068655;Towed;27/08/2018 08:18;Part Three;4.234.025.279;-7.115.447.536
I182068650;Larceny From Motor Vehicle;27/08/2018 06:20;Part One;4.230.646.829;-7.107.225.146
I182068644;Motor Vehicle Accident Response;27/08/2018 09:57;Part Three;4.234.855.061;-7.115.007.628
I182068636;Other;27/08/2018 10:17;Part Two;4.232.140.611;-7.109.596.829
I182068631;Towed;27/08/2018 07:34;Part Three;4.233.620.256;-7.102.718.960
I182068626;Towed;27/08/2018 07:40;Part Three;4.230.956.305;-7.108.990.197
I182068619;Warrant Arrests;27/08/2018 08:51;Part Three;4.234.039.566;-7.107.343.413
I182068613;Investigate Person;27/08/2018 07:55;Part Three;4.227.491.663;-7.109.220.444
I182068605;Recovered Stolen Property;27/08/2018 08:12;Part Two;4.236.558.616;-7.103.330.551
I182068597;Towed;27/08/2018 05:57;Part Three;4.230.910.324;-7.106.259.482
I182068589;Towed;27/08/2018 05:00;Part Three;4.229.044.163;-7.112.385.832
I182068581;Other;27/08/2018 02:20;Part Two;4.231.024.819;-7.108.695.281
I182068573;Motor Vehicle Accident Response;27/08/2018 01:23;Part Three;4.230.261.370;-7.106.801.363
I182068564;Property Found;27/08/2018 00:45;Part Three;4.228.482.577;-7.109.137.369
I182068553;Robbery;26/08/2018 22:20;Part One;4.229.860.932;-7.111.223.703
I182068550;Investigate Person;26/08/2018 19:51;Part Three;4.229.468.307;-7.105.274.587
I182068544;Motor Vehicle Accident Response;26/08/2018 22:06;Part Three;4.226.519.721;-7.112.686.391
I182068536;Motor Vehicle Accident Response;26/08/2018 20:39;Part Three;4.226.817.397;-7.109.387.677
I182068527;Verbal Disputes;26/08/2018 18:40;Part Three;4.229.276.044;-7.107.486.603
I182068520;Motor Vehicle Accident Response;26/08/2018 19:28;Part Three;4.234.900.739;-7.113.860.108
I182068514;Larceny;26/08/2018 18:30;Part One;4.233.816.387;-7.107.461.217
I182068506;Larceny;26/08/2018 19:30;Part One;4.234.815.229;-7.108.450.821
I182068498;Towed;26/08/2018 18:31;Part Three;4.236.379.365;-7.105.447.076
I182068490;Verbal Disputes;26/08/2018 17:49;Part Three;4.228.855.818;-7.108.839.470
I182068481;Towed;26/08/2018 16:59;Part Three;4.234.402.350;-7.107.754.900
I182068474;Property Lost;26/08/2018 17:37;Part Three;4.234.634.313;-7.108.482.013
I182068468;Medical Assistance;26/08/2018 17:00;Part Three;4.235.380.022;-7.116.050.525
I182068461;Medical Assistance;26/08/2018 13:07;Part Three;4.228.741.838;-7.106.190.780
I182068451;Motor Vehicle Accident Response;26/08/2018 16:40;Part Three;4.228.103.722;-7.107.573.882
I182068437;Larceny From Motor Vehicle;26/08/2018 01:00;Part One;4.228.749.564;-7.114.358.992
I182068431;Simple Assault;26/08/2018 14:48;Part Two;4.231.252.546;-7.107.389.321
I182068415;Vandalism;25/08/2018 21:30;Part Two;4.226.817.397;-7.109.387.677
I182068409;Motor Vehicle Accident Response;25/08/2018 22:00;Part Three;4.227.595.146;-7.109.248.845
I182068401;Verbal Disputes;26/08/2018 12:47;Part Three;4.229.148.517;-7.112.275.618
I182068393;Police Service Incidents;22/08/2018 12:30;Part Three;4.230.006.791;-7.108.430.796
I182068388;Motor Vehicle Accident Response;26/08/2018 00:30;Part Three;4.230.987.217;-7.107.959.478
I182068381;Towed;26/08/2018 07:25;Part Three;4.236.650.317;-7.105.349.707
I182068373;Motor Vehicle Accident Response;25/08/2018 10:00;Part Three;4.237.744.473;-7.103.410.833
I182068366;Simple Assault;26/08/2018 09:00;Part Two;4.228.898.462;-7.115.224.773
I182068358;Vandalism;25/08/2018 01:30;Part Two;4.229.049.072;-7.107.802.267
I182068350;Property Lost;26/08/2018 09:10;Part Three;4.234.573.350;-7.110.008.092
I182068344;Motor Vehicle Accident Response;26/08/2018 06:58;Part Three;4.224.260.011;-7.113.035.022
I182068338;Restraining Order Violations;26/08/2018 05:54;Part Two;4.232.614.559;-7.105.349.144
I182068330;Investigate Property;26/08/2018 04:28;Part Three;4.229.505.434;-7.108.904.077
I182068324;Missing Person Located;25/08/2018 22:00;Part Three;4.229.926.303;-7.107.626.513
I182068313;Investigate Person;26/08/2018 02:18;Part Three;4.226.983.458;-7.110.003.437
I182068308;Vandalism;26/08/2018 02:00;Part Two;4.235.193.461;-7.106.048.592
I182068304;Verbal Disputes;26/08/2018 02:15;Part Three;4.237.912.706;-7.106.122.663
I182068293;Medical Assistance;26/08/2018 00:02;Part Three;4.233.759.774;-7.105.089.010
I182068288;Towed;26/08/2018 00:06;Part Three;4.230.085.931;-7.108.128.808
I182068281;Vandalism;25/08/2018 23:00;Part Two;4.230.481.467;-7.107.218.295
I182068274;Simple Assault;25/08/2018 22:44;Part Two;4.225.621.592;-7.112.401.947
I182068266;Property Lost;25/08/2018 22:15;Part Three;4.233.308.097;-7.110.165.376
I182068262;Liquor Violation;25/08/2018 21:41;Part Two;4.236.798.379;-7.105.702.896
I182068253;Motor Vehicle Accident Response;25/08/2018 20:52;Part Three;4.228.891.449;-7.108.064.454
I182068240;Larceny From Motor Vehicle;23/08/2018 17:00;Part One;4.232.324.363;-7.110.892.316
I182068234;Investigate Property;25/08/2018 19:43;Part Three;4.230.028.028;-7.106.015.261
I182068226;Property Lost;25/08/2018 19:04;Part Three;4.236.618.057;-7.105.130.349
I182068222;Medical Assistance;25/08/2018 18:18;Part Three;4.229.520.338;-7.109.271.640
I182068215;Medical Assistance;25/08/2018 15:56;Part Three;4.236.038.173;-7.106.285.769
I182068206;Larceny;25/08/2018 17:27;Part One;4.236.183.857;-7.105.976.489
I182068200;Larceny;25/08/2018 16:19;Part One;4.236.497.550;-7.106.204.400
I182068194;Motor Vehicle Accident Response;25/08/2018 15:45;Part Three;4.232.628.627;-7.107.088.282
I182068188;Fire Related Reports;25/08/2018 15:00;Part Three;4.237.673.728;-7.105.667.466
I182068183;Larceny;22/08/2018 21:00;Part One;4.229.238.728;-7.105.483.097
I182068176;Motor Vehicle Accident Response;25/08/2018 14:34;Part Three;4.231.248.272;-7.110.156.281
I182068167;Vandalism;25/08/2018 02:30;Part Two;4.235.954.321;-7.106.749.237
I182068159;Larceny;25/08/2018 13:39;Part One;4.235.176.179;-7.107.452.168
I182068153;Verbal Disputes;25/08/2018 13:04;Part Three;4.233.936.768;-7.107.035.467
I182068146;Motor Vehicle Accident Response;25/08/2018 11:55;Part Three;4.232.823.419;-7.108.328.981
I182068137;Larceny;25/08/2018 12:13;Part One;4.233.401.829;-7.107.638.124
I182068131;Restraining Order Violations;25/08/2018 12:35;Part Two;4.233.536.884;-7.105.353.104
I182068122;Fire Related Reports;25/08/2018 10:58;Part Three;4.232.470.190;-7.107.542.683
I182068116;Investigate Person;25/08/2018 10:26;Part Three;4.228.965.721;-7.107.728.118
I182068109;Vandalism;25/08/2018 01:00;Part Two;4.229.855.717;-7.108.348.265
I182068103;Violations;25/08/2018 10:18;Part Two;4.232.823.419;-7.108.328.981
I182068096;Towed;25/08/2018 07:00;Part Three;4.238.108.595;-7.106.475.766
I182068088;Towed;25/08/2018 06:30;Part Three;4.230.837.601;-7.111.123.604
I182068082;Towed;25/08/2018 07:48;Part Three;4.233.471.850;-7.105.495.511
I182068076;Towed;25/08/2018 07:05;Part Three;4.234.241.352;-7.114.460.462
I182068070;Other;25/08/2018 06:47;Part Two;4.228.952.852;-7.108.851.422
I182068064;Disorderly Conduct;25/08/2018 00:00;Part Two;4.235.348.229;-7.104.814.061
I182068057;Simple Assault;25/08/2018 03:35;Part Two;4.234.747.759;-7.104.467.675
I182068050;Motor Vehicle Accident Response;25/08/2018 01:32;Part Three;4.236.651.102;-7.103.430.393
I182068041;Motor Vehicle Accident Response;25/08/2018 01:15;Part Three;4.228.643.443;-7.111.635.102
I182068035;Motor Vehicle Accident Response;25/08/2018 00:10;Part Three;4.231.091.044;-7.105.767.414
I182068024;Aggravated Assault;25/08/2018 00:05;Part One;4.237.380.056;-7.106.290.352
I182068017;License Violation;24/08/2018 23:31;Part Three;4.236.656.621;-7.105.809.013
I182068011;Phone Call Complaints;24/08/2018 21:00;Part Two;4.226.454.355;-7.115.726.319
I182068002;Other;24/08/2018 20:51;Part Two;4.226.303.952;-7.112.230.282
I182067995;Motor Vehicle Accident Response;24/08/2018 17:30;Part Three;4.232.367.935;-7.106.785.645
I182067988;Aggravated Assault;24/08/2018 20:07;Part One;4.226.956.689;-7.109.075.049
I182067983;Larceny From Motor Vehicle;24/08/2018 00:47;Part One;4.232.223.668;-7.106.835.304
I182067978;Warrant Arrests;24/08/2018 20:09;Part Three;4.234.888.872;-7.113.354.530
I182067971;Fraud;24/08/2018 20:33;Part Two;4.233.866.399;-7.105.061.235
I182067964;Larceny;24/08/2018 14:45;Part One;4.235.438.252;-7.105.213.281
I182067953;Drug Violation;24/08/2018 19:17;Part Two;4.228.709.355;-7.114.822.128
I182067948;Warrant Arrests;24/08/2018 18:38;Part Three;4.224.260.011;-7.113.035.022
I182067941;Investigate Property;24/08/2018 18:34;Part Three;4.234.128.751;-7.105.467.933
I182067933;Motor Vehicle Accident Response;24/08/2018 07:25;Part Three;4.230.703.835;-7.106.615.319
I182067925;Larceny;22/08/2018 21:00;Part One;4.233.499.493;-7.109.795.718
I182067918;Larceny;22/08/2018 12:00;Part One;4.232.747.759;-7.109.509.472
I182067909;Larceny;24/08/2018 07:00;Part One;4.235.602.373;-7.106.177.615
I182067904;Confidence Games;24/08/2018 12:36;Part Two;4.235.064.119;-7.108.938.693
I182067897;Confidence Games;24/08/2018 16:35;Part Two;4.235.540.738;-7.106.312.433
I182067891;Larceny From Motor Vehicle;23/08/2018 08:30;Part One;4.234.974.360;-7.104.749.375
I182067885;Larceny;24/08/2018 14:52;Part One;4.228.890.049;-7.106.266.918
I182067877;Investigate Property;24/08/2018 10:00;Part Three;4.233.324.404;-7.102.812.795
I182067871;Simple Assault;24/08/2018 15:15;Part Two;4.237.663.167;-7.105.593.196
I182067862;Investigate Property;24/08/2018 14:56;Part Three;4.229.755.533;-7.105.970.910
I182067855;Aggravated Assault;24/08/2018 14:10;Part One;4.231.862.926;-7.107.271.365
I182067845;Auto Theft;24/08/2018 11:08;Part One;4.232.648.547;-7.105.487.817
I182067839;Property Lost;24/08/2018 01:00;Part Three;4.235.049.550;-7.104.289.000
I182067831;Other;24/08/2018 13:38;Part Two;4.234.153.413;-7.108.174.368
I182067823;Property Lost;24/08/2018 13:24;Part Three;4.236.233.440;-7.113.838.138
I182067811;Liquor Violation;24/08/2018 12:12;Part Two;4.229.091.867;-7.108.767.813
I182067801;Larceny From Motor Vehicle;22/08/2018 14:00;Part One;4.233.392.560;-7.103.635.450
I182067796;Property Found;23/08/2018 23:00;Part Three;4.225.794.491;-7.115.628.185
I182067790;Verbal Disputes;24/08/2018 10:55;Part Three;4.234.682.750;-7.114.319.087
I182067784;Larceny From Motor Vehicle;24/08/2018 10:29;Part One;4.235.626.771;-7.105.079.915
I182067777;Other;24/08/2018 09:59;Part Two;4.232.902.469;-7.108.341.505
I182067771;Verbal Disputes;24/08/2018 09:10;Part Three;4.230.461.251;-7.107.296.566
I182067763;Medical Assistance;24/08/2018 08:13;Part Three;4.225.169.697;-7.111.738.135
I182067756;Motor Vehicle Accident Response;24/08/2018 08:36;Part Three;4.233.918.666;-7.107.522.556
I182067748;Vandalism;24/08/2018 05:00;Part Two;4.233.744.115;-7.108.057.671
I182067743;Commercial Burglary;24/08/2018 06:39;Part One;4.231.661.027;-7.105.669.382
I182067740;Motor Vehicle Accident Response;24/08/2018 05:50;Part Three;4.234.648.170;-7.106.390.435
I182067735;Drug Violation;24/08/2018 05:06;Part Two;4.229.524.857;-7.107.108.773
I182067730;Motor Vehicle Accident Response;24/08/2018 02:54;Part Three;4.231.026.891;-7.108.931.055
I182067724;Aggravated Assault;24/08/2018 02:24;Part One;4.233.132.994;-7.105.293.837
I182067717;Investigate Property;24/08/2018 00:17;Part Three;4.228.772.691;-7.105.350.569
I182067711;Towed;23/08/2018 23:36;Part Three;4.226.664.674;-7.115.244.304
I182067706;Verbal Disputes;23/08/2018 23:12;Part Three;4.231.015.595;-7.107.928.347
I182067697;Investigate Person;23/08/2018 22:20;Part Three;4.236.183.857;-7.105.976.489
I182067692;Drug Violation;23/08/2018 22:46;Part Two;4.232.974.821;-7.108.454.012
I182067686;Police Service Incidents;23/08/2018 21:31;Part Three;4.231.537.680;-7.108.330.376
I182067677;Motor Vehicle Accident Response;23/08/2018 00:00;Part Three;4.228.741.147;-7.112.829.714
I182067671;Medical Assistance;23/08/2018 20:41;Part Three;4.227.993.040;-7.107.411.480
I182067663;Medical Assistance;23/08/2018 18:25;Part Three;4.223.727.444;-7.112.624.263
I182067653;Motor Vehicle Accident Response;23/08/2018 18:42;Part Three;4.233.807.989;-7.103.937.474
I182067646;Larceny From Motor Vehicle;22/08/2018 10:00;Part One;4.235.613.770;-7.116.238.161
I182067640;Liquor Violation;23/08/2018 19:29;Part Two;4.232.587.659;-7.107.024.947
I182067633;Towed;23/08/2018 15:34;Part Three;4.230.787.128;-7.108.456.122
I182067623;Warrant Arrests;23/08/2018 18:31;Part Three;4.233.179.770;-7.105.318.208
I182067617;Vandalism;22/08/2018 18:15;Part Two;4.236.038.173;-7.106.285.769
I182067610;Residential Burglary;29/07/2018 03:00;Part One;4.235.501.072;-7.112.887.911
I182067604;Drug Violation;23/08/2018 12:00;Part Two;4.234.128.751;-7.105.467.933
I182067597;Investigate Property;23/08/2018 17:10;Part Three;4.231.089.986;-7.108.007.661
I182067590;Drug Violation;23/08/2018 16:37;Part Two;4.226.513.606;-7.109.913.799
I182067584;Property Found;23/08/2018 14:55;Part Three;4.231.552.095;-7.110.249.947
I182067575;Motor Vehicle Accident Response;22/08/2018 17:30;Part Three;4.227.839.920;-7.106.636.305
I182067565;Larceny;23/08/2018 15:15;Part One;4.235.095.909;-7.107.412.780
I182067560;Motor Vehicle Accident Response;23/08/2018 15:08;Part Three;4.228.010.461;-7.108.846.307
I182067553;Other;23/08/2018 15:09;Part Two;4.226.809.427;-7.109.909.970
I182067547;Larceny;23/08/2018 14:28;Part One;4.228.187.061;-7.108.751.152
I182067542;Larceny;13/08/2018 00:00;Part One;4.234.370.944;-7.114.686.231
I182067538;Drug Violation;23/08/2018 12:47;Part Two;4.235.320.826;-7.104.647.140
I182067533;Vandalism;23/08/2018 14:04;Part Two;4.236.439.256;-7.106.093.185
I182067526;Drug Violation;23/08/2018 13:12;Part Two;4.227.153.914;-7.107.629.528
I182067519;Firearm Discovery;23/08/2018 13:26;Part Three;4.229.755.533;-7.105.970.910
I182067511;Motor Vehicle Accident Response;23/08/2018 12:20;Part Three;4.231.444.840;-7.108.993.418
I182067504;Evading Fare;23/08/2018 12:00;Part Two;4.231.966.035;-7.108.946.896
I182067497;Medical Assistance;23/08/2018 11:28;Part Three;4.235.961.316;-7.105.195.809
I182067490;Residential Burglary;20/08/2018 21:00;Part One;4.234.888.872;-7.113.354.530
I182067481;Motor Vehicle Accident Response;22/08/2018 23:45;Part Three;4.231.165.937;-7.108.424.352
I182067473;Vandalism;23/08/2018 11:06;Part Two;4.229.755.533;-7.105.970.910
I182067465;Towed;23/08/2018 08:39;Part Three;4.236.656.621;-7.105.809.013
I182067459;Police Service Incidents;23/08/2018 10:34;Part Three;4.232.557.398;-7.105.248.130
I182067453;Other;23/08/2018 09:35;Part Two;4.232.952.036;-7.108.530.641
I182067449;Towed;23/08/2018 10:05;Part Three;4.231.292.775;-7.105.662.311
I182067439;Auto Theft;22/08/2018 19:30;Part One;4.230.209.443;-7.106.575.183
I182067435;Disorderly Conduct;23/08/2018 08:42;Part Two;4.228.913.147;-7.109.293.028
I182067427;Larceny From Motor Vehicle;23/08/2018 07:37;Part One;4.228.576.510;-7.108.763.245
I182067420;Vandalism;22/08/2018 17:30;Part Two;4.229.850.850;-7.106.786.956
I182067414;Warrant Arrests;23/08/2018 07:09;Part Three;4.228.482.577;-7.109.137.369
I182067407;Larceny From Motor Vehicle;22/08/2018 21:15;Part One;4.233.053.276;-7.104.140.372
I182067400;Police Service Incidents;23/08/2018 04:21;Part Three;4.228.411.373;-7.107.938.717
I182067394;Police Service Incidents;23/08/2018 04:06;Part Three;4.227.188.214;-7.108.449.404
I182067387;Verbal Disputes;23/08/2018 02:40;Part Three;4.226.956.689;-7.109.075.049
I182067383;Verbal Disputes;23/08/2018 01:41;Part Three;4.226.956.689;-7.109.075.049
I182067373;Investigate Person;23/08/2018 00:11;Part Three;4.238.512.136;-7.101.150.101
I182067363;Verbal Disputes;22/08/2018 23:24;Part Three;4.229.528.529;-7.107.740.522
I182067356;Motor Vehicle Accident Response;22/08/2018 22:30;Part Three;4.234.369.048;-7.109.739.817
I182067347;Investigate Person;22/08/2018 19:49;Part Three;4.226.864.230;-7.109.565.500
I182067340;Restraining Order Violations;22/08/2018 12:00;Part Two;4.232.026.165;-7.108.600.267
I182067334;Aggravated Assault;22/08/2018 20:26;Part One;4.231.371.151;-7.105.704.145
I182067327;Investigate Person;22/08/2018 19:26;Part Three;4.236.293.611;-7.105.253.795
I182067320;Larceny From Motor Vehicle;22/08/2018 19:42;Part One;4.228.458.088;-7.103.973.966
I182067315;Larceny;22/08/2018 18:48;Part One;4.235.433.643;-7.107.323.767
I182067310;Recovered Stolen Property;22/08/2018 19:23;Part Two;4.228.927.826;-7.107.581.493
I182067303;Motor Vehicle Accident Response;22/08/2018 18:18;Part Three;4.230.748.039;-7.110.649.768
I182067297;Investigate Person;22/08/2018 16:53;Part Three;4.235.246.671;-7.106.167.002
I182067293;Firearm Violations;22/08/2018 17:09;Part Two;4.228.814.156;-7.108.408.347
I182067286;Larceny;13/08/2018 17:00;Part One;4.237.708.950;-7.106.306.792
I182067279;Simple Assault;22/08/2018 17:25;Part Two;4.232.257.337;-7.107.282.803
I182067271;Property Lost;21/08/2018 17:50;Part Three;4.235.673.302;-7.105.755.938
I182067265;Missing Person Located;22/08/2018 16:33;Part Three;4.233.961.962;-7.107.699.237
I182067258;Motor Vehicle Accident Response;19/08/2018 23:00;Part Three;4.232.019.753;-7.106.641.761
I182067251;Other;22/08/2018 16:21;Part Two;4.233.985.505;-7.105.439.202
I182067243;Medical Assistance;22/08/2018 15:23;Part Three;4.232.696.647;-7.106.198.607
I182067235;Restraining Order Violations;21/08/2018 00:00;Part Two;4.226.689.318;-7.110.898.767
I182067228;Simple Assault;22/08/2018 08:00;Part Two;4.233.210.843;-7.107.014.395
I182067222;Larceny;22/08/2018 14:20;Part One;4.235.059.717;-7.107.881.031
I182067215;Missing Person Located;22/08/2018 12:09;Part Three;4.238.048.207;-7.106.087.725
I182067208;Investigate Property;22/08/2018 14:34;Part Three;4.232.555.890;-7.107.600.982
I182067201;Property Lost;13/08/2018 18:10;Part Three;4.235.883.413;-7.105.807.509
